ancho_cm,largo_m,peso_g_m2,proveedor,cubre_cierre,talla_prenda,prendas_totales
120,143.3,320,B,0,1,171
160,111.0,200,B,1,1,156
120,69.2,240,B,0,1,98
160,27.7,160,B,1,1,81
150,92.0,200,B,1,1,143
140,86.3,160,B,0,1,133
140,113.7,160,B,0,1,159
140,69.8,160,B,1,1,106
150,93.6,200,B,0,1,124
140,81.2,90,B,0,1,121
150,148.9,130,B,0,1,192
140,76.5,110,B,0,1,125
120,81.0,200,B,0,1,107
160,49.8,240,B,0,1,106
150,77.0,200,B,0,1,111
160,123.4,160,B,0,1,171
150,37.9,240,B,0,1,87
140,48.7,110,B,0,1,78
120,67.2,200,B,0,1,105
150,137.9,160,B,1,1,176
160,72.5,160,B,0,1,122
160,135.6,90,B,1,1,195
140,142.1,130,B,1,1,187
160,42.9,130,B,0,1,103
150,26.4,130,B,1,1,74
150,132.1,130,B,0,1,174
160,30.3,280,B,0,1,76
120,53.4,280,B,0,1,86
120,107.7,200,B,0,1,146
140,128.6,200,B,0,1,161
150,122.2,200,B,0,1,157
140,67.9,240,B,0,1,113
120,135.9,280,B,0,1,168
140,115.8,160,B,1,1,157
140,99.3,160,B,0,1,138
120,135.4,130,B,1,1,160
120,149.3,200,B,0,1,183
140,65.2,160,B,0,1,117
140,92.8,160,B,0,1,127
150,118.0,130,B,0,1,162
160,49.8,240,B,1,1,103
150,91.4,90,B,1,1,136
160,73.2,130,B,1,1,124
140,68.9,240,B,0,1,118
150,53.7,200,B,0,1,104
160,117.1,110,B,0,1,169
150,66.4,240,B,0,1,115
140,101.2,130,B,0,1,137
150,55.0,160,B,0,1,98
140,134.4,130,B,0,1,183
160,91.9,110,B,0,1,144
120,122.1,200,B,0,1,152
140,114.9,90,B,0,1,156
150,31.1,130,B,1,1,91
150,84.7,200,B,0,1,126
160,134.3,280,B,0,1,182
140,57.2,130,B,0,1,105
150,108.4,240,B,1,1,158
160,116.7,280,B,0,1,160
160,83.1,160,B,0,1,130
150,71.0,280,B,1,1,114
150,76.3,160,B,0,1,119
120,104.2,200,B,0,1,137
160,86.9,160,B,0,1,136
150,65.0,200,B,0,1,112
140,51.3,160,B,0,1,100
140,85.6,200,B,0,1,128
140,117.2,130,B,0,1,151
120,81.6,130,B,0,1,119
150,37.6,240,B,0,1,84
150,70.9,240,B,0,1,117
150,91.4,240,B,0,1,144
150,37.0,130,B,1,1,86
140,74.5,110,B,0,1,113
120,106.7,130,B,0,1,145
120,133.6,130,B,1,1,170
140,88.3,200,B,0,1,119
140,87.8,200,B,0,1,132
140,75.2,160,B,0,1,112
140,67.5,200,B,1,1,123
160,109.6,110,B,1,1,149
140,90.0,110,B,0,1,129
150,75.3,160,B,1,1,122
150,38.7,90,B,1,1,93
160,40.9,160,B,0,1,97
140,135.0,110,B,1,1,179
120,26.3,160,B,1,1,68
160,52.9,200,B,0,1,122
150,73.0,200,B,0,1,118
140,130.8,90,B,1,1,180
140,107.0,160,B,0,1,144
150,60.0,160,B,0,1,115
160,42.3,130,B,0,1,94
140,139.0,200,B,0,1,177
160,104.9,130,B,1,1,153
160,145.2,200,B,0,1,188
150,40.0,160,B,1,1,88
140,118.8,200,B,0,1,148
140,119.5,110,B,0,1,153
160,124.8,110,B,0,1,164
120,60.4,200,B,0,1,100
140,33.3,130,B,0,1,85
160,132.8,240,B,0,1,171
140,111.3,200,B,0,1,154
150,128.8,160,B,0,1,163
120,137.9,110,B,0,1,173
150,117.4,130,B,0,1,162
150,131.9,240,B,0,1,169
120,27.0,90,B,0,1,72
160,75.5,90,B,1,1,130
160,55.6,130,B,0,1,108
160,114.9,200,B,0,1,157
150,103.0,160,B,0,1,132
120,51.3,90,B,0,1,89
150,34.2,240,B,0,1,75
120,104.9,160,B,0,1,130
140,138.3,90,B,0,1,176
160,45.3,160,B,0,1,93
150,36.1,130,B,0,1,85
160,34.7,160,B,0,1,88
140,91.2,90,B,0,1,145
140,139.3,110,B,0,1,181
160,43.5,160,B,0,1,98
140,135.9,130,B,0,1,172
160,41.4,130,B,0,1,90
150,77.0,320,B,1,1,122
120,55.4,130,B,0,1,90
120,112.3,160,B,0,1,140
120,116.7,240,B,0,1,143
140,112.1,200,B,1,1,157
160,57.5,130,B,0,1,110
140,126.3,130,B,0,1,166
150,57.0,200,B,1,1,104
140,125.1,110,B,0,1,155
150,144.4,200,B,0,1,180
120,91.0,130,B,0,1,119
160,120.7,160,B,0,1,168
160,93.1,200,B,0,1,147
120,122.8,240,B,0,1,153
120,118.0,130,B,0,1,147
150,56.2,110,B,0,1,100
140,112.2,90,B,0,1,149
150,140.0,240,B,0,1,181
120,52.6,200,B,1,1,90
160,22.0,90,B,0,1,84
150,26.4,200,B,0,1,89
140,48.1,280,B,0,1,90
140,70.9,130,B,1,1,112
150,137.8,130,B,0,1,173
140,102.0,160,B,0,1,158
120,94.1,160,B,0,1,137
150,42.2,160,B,0,1,93
150,94.5,160,B,0,1,136
120,132.5,200,B,1,1,160
120,110.1,200,B,0,1,141
140,40.7,320,B,0,1,89
140,130.5,130,B,1,1,163
120,100.3,200,B,0,1,138
150,70.1,320,B,0,1,110
150,54.7,200,B,0,1,103
120,76.2,160,B,0,1,109
150,146.8,200,B,0,1,181
150,113.1,160,B,1,1,159
160,62.2,130,B,0,1,103
160,96.3,160,B,0,1,144
140,134.6,130,B,0,1,163
120,100.0,240,B,1,1,125
140,108.9,240,B,0,1,137
150,34.6,160,B,0,1,97
140,65.0,110,B,0,1,111
140,119.2,160,B,0,1,155
120,29.5,200,B,0,1,64
140,21.6,110,B,0,1,81
150,105.5,200,B,0,1,150
140,22.9,110,B,1,1,79
140,38.8,90,B,0,1,90
120,105.1,90,B,0,1,134
140,119.4,90,B,0,1,158
150,20.7,160,B,0,1,69
140,73.8,200,B,0,1,109
140,80.9,280,B,0,1,115
120,118.6,90,B,0,1,151
160,40.9,90,B,0,1,89
150,28.3,200,B,1,1,71
150,62.3,280,B,1,1,118
150,133.1,90,B,0,1,165
140,146.8,110,B,0,1,183
120,37.0,90,B,1,1,71
120,25.0,240,B,0,1,71
140,132.2,130,B,0,1,159
140,125.5,110,B,0,1,159
120,133.0,90,B,1,1,167
150,24.1,200,B,1,1,79
140,67.5,240,B,1,1,112
160,96.1,200,B,0,1,154
140,79.3,160,B,0,1,111
150,43.6,160,B,0,1,88
150,89.2,160,B,0,1,137
150,45.1,160,B,1,1,91
140,82.7,160,B,0,1,115
140,63.9,110,B,0,1,102
120,140.8,200,B,0,1,168
150,49.0,240,B,1,1,97
120,109.6,110,B,1,1,149
150,54.7,110,B,0,1,97
120,50.8,160,B,0,1,97
120,99.4,200,B,0,1,129
120,88.8,90,B,1,1,130
120,124.6,160,B,0,1,151
140,133.2,160,B,0,1,166
140,46.9,160,B,1,1,94
160,47.4,130,B,0,1,97
150,136.7,160,B,1,1,172
120,144.9,130,B,0,1,174
120,119.4,240,B,0,1,150
150,136.7,240,B,0,1,171
150,101.4,160,B,0,1,138
140,57.6,280,B,0,1,91
150,34.1,130,B,1,1,86
140,22.4,240,B,1,1,72
140,58.0,130,B,0,1,109
120,125.0,110,B,1,1,153
150,129.5,130,B,0,1,174
120,24.2,130,B,0,1,52
140,103.7,160,B,0,1,145
120,33.7,280,B,1,1,78
120,95.9,160,B,0,1,132
140,46.5,130,B,0,1,92
120,53.1,130,B,0,1,85
140,61.4,240,B,0,1,105
140,135.5,90,B,1,1,174
140,58.0,160,B,0,1,100
150,47.1,130,B,1,1,91
140,72.0,130,B,0,1,115
150,20.7,130,B,0,1,66
140,34.7,200,B,0,1,72
160,114.6,160,B,0,1,166
120,33.4,110,B,0,1,79
150,111.1,160,B,1,1,153
120,126.8,280,B,0,1,161
140,134.5,160,B,1,1,169
120,63.4,90,B,0,1,101
140,75.3,200,B,0,1,110
120,36.9,160,B,0,1,66
140,70.2,160,B,0,1,114
160,86.5,200,B,1,1,143
120,115.1,160,B,0,1,147
140,113.3,200,B,0,1,144
160,66.9,240,B,0,1,119
150,28.0,280,B,0,1,72
150,137.5,90,B,0,1,181
150,71.2,160,B,0,1,111
120,104.7,90,B,0,1,144
140,72.4,200,B,0,1,105
150,111.9,110,B,0,1,163
140,20.5,130,B,0,1,65
140,55.7,90,B,1,1,94
120,70.0,240,B,0,1,105
150,48.7,90,B,0,1,101
150,53.5,160,B,0,1,96
150,34.6,200,B,0,1,89
120,78.0,90,B,0,1,118
150,31.7,280,B,1,1,85
150,62.2,130,B,0,1,104
150,29.9,90,B,0,1,80
120,104.0,130,B,0,1,138
120,90.6,130,B,1,1,135
150,76.2,160,B,1,1,115
160,21.4,90,B,0,1,85
150,47.7,130,B,0,1,105
150,96.4,160,B,1,1,134
150,123.8,160,B,0,1,167
150,21.3,160,B,0,1,77
120,69.8,280,B,0,1,91
140,30.8,160,B,1,1,82
140,34.9,160,B,0,1,74
160,26.4,240,B,0,1,80
140,134.8,110,B,0,1,164
140,34.2,90,B,0,1,81
120,84.4,240,B,0,1,118
150,24.3,90,B,0,1,69
120,52.5,240,B,0,1,82
160,52.1,160,B,0,1,105
150,135.6,90,B,0,1,186
150,94.1,240,B,0,1,148
140,105.5,280,B,0,1,140
140,103.0,200,B,0,1,140
160,125.3,160,B,0,1,166
150,64.3,130,B,0,1,115
120,76.9,160,B,1,1,109
140,20.0,160,B,0,1,68
150,64.6,130,B,0,1,112
150,115.0,200,B,0,1,166
140,59.9,160,B,1,1,103
150,72.1,160,B,0,1,123
120,61.1,200,B,0,1,95
120,69.3,200,B,0,1,108
140,137.6,200,B,0,1,164
140,106.2,130,B,0,1,150
150,53.6,240,B,0,1,100
140,64.9,240,B,1,1,110
140,37.8,130,B,1,1,90
160,80.0,110,B,0,1,132
140,148.8,160,B,0,1,185
120,38.9,130,B,0,1,73
150,74.0,160,B,0,1,128
160,140.0,240,B,1,1,180
150,125.5,110,B,0,1,160
160,145.0,200,B,0,1,181
150,61.4,160,B,0,1,112
140,34.7,130,B,0,1,85
160,67.5,160,B,1,1,122
140,131.4,130,B,1,1,160
120,87.8,200,B,1,1,132
140,96.3,200,B,1,1,133
120,71.0,160,B,0,1,103
150,149.6,200,B,0,1,194
160,38.6,90,B,0,1,97
140,32.6,90,B,0,1,89
120,144.1,200,B,0,1,183
140,79.0,200,B,1,1,115
160,77.5,200,B,0,1,132
120,137.0,110,B,0,1,165
140,92.3,240,B,0,1,119
120,74.0,160,B,0,1,115
150,59.4,110,B,0,1,114
140,128.0,160,B,0,1,165
160,138.1,160,B,0,1,184
120,27.7,130,B,0,1,56
160,132.1,110,B,0,1,182
140,21.4,160,B,0,1,69
150,95.4,160,B,0,1,133
150,144.0,130,B,0,1,185
150,126.7,90,B,1,1,170
120,119.0,130,B,1,1,140
150,62.4,110,B,0,1,100
140,89.9,90,B,0,1,137
150,108.5,320,B,0,1,150
150,37.2,110,B,0,1,83
150,33.2,200,B,0,1,83
140,98.7,200,B,0,1,139
160,33.5,130,B,1,1,95
140,64.1,240,B,0,1,114
140,27.8,160,B,0,1,65
150,29.1,200,B,0,1,72
150,124.1,240,B,1,1,164
140,118.7,280,B,0,1,164
140,79.6,110,B,0,1,110
120,30.9,280,B,0,1,70
140,92.4,90,B,0,1,148
150,109.4,130,B,0,1,159
140,32.9,320,B,1,1,65
140,29.5,160,B,0,1,96
120,114.7,110,B,1,1,157
150,74.3,130,B,0,1,124
150,99.6,160,B,1,1,131
140,88.5,200,B,0,1,132
150,132.7,90,B,0,1,172
150,49.4,160,B,0,1,102
140,35.0,90,B,0,1,89
150,42.6,110,B,0,1,89
140,132.2,110,B,1,1,170
160,93.3,90,B,0,1,149
140,142.4,160,B,1,1,181
150,120.4,240,B,0,1,158
160,132.8,160,B,1,1,166
160,32.6,130,B,0,1,90
120,67.4,160,B,0,1,101
150,95.2,160,B,1,1,139
160,54.5,240,B,0,1,105
160,96.1,240,B,0,1,138
120,47.1,240,B,0,1,85
150,95.5,160,B,1,1,131
120,129.0,130,B,0,1,160
150,60.3,130,B,0,1,94
140,130.2,200,B,0,1,168
140,32.0,90,B,0,1,84
120,113.0,130,B,0,1,145
120,54.4,160,B,0,1,93
140,80.4,160,B,1,1,123
140,148.9,240,B,1,1,181
140,108.7,90,B,0,1,146
140,141.7,200,B,0,1,168
140,98.7,90,B,0,1,137
150,98.4,160,B,0,1,141
150,40.4,130,B,1,1,101
160,92.2,110,B,1,1,155
150,44.3,130,B,0,1,89
150,21.6,90,B,0,1,77
120,144.5,110,B,1,1,178
140,84.7,130,B,1,1,128
150,91.9,200,B,0,1,134
140,49.9,110,B,1,1,95
150,107.2,200,B,1,1,150
150,97.0,160,B,0,1,140
160,102.0,240,B,0,1,146
150,145.0,320,B,0,1,171
140,27.0,130,B,0,1,66
120,145.4,110,B,0,1,175
140,53.1,240,B,0,1,98
140,41.9,160,B,1,1,90
150,134.1,280,B,0,1,171
150,79.7,160,B,0,1,113
120,125.9,90,B,0,1,158
140,21.8,130,B,0,1,71
150,84.0,160,B,0,1,122
160,61.9,280,B,0,1,115
120,129.3,200,B,1,1,163
140,58.3,240,B,0,1,101
150,141.8,200,B,0,1,178
150,43.5,240,B,1,1,96
120,23.8,90,B,1,1,66
150,104.1,130,B,1,1,154
150,113.0,130,B,0,1,152
150,34.7,240,B,0,1,75
160,136.0,130,B,0,1,183
140,50.3,110,B,0,1,90
160,129.8,110,B,0,1,184
120,55.0,160,B,0,1,84
140,96.0,110,B,0,1,129
150,55.5,160,B,0,1,106
150,81.7,160,B,0,1,130
140,57.1,240,B,0,1,101
160,24.1,200,B,1,1,71
150,82.1,240,B,1,1,136
140,100.5,130,B,0,1,138
150,106.3,160,B,1,1,148
160,41.2,130,B,0,1,87
160,44.0,110,B,0,1,106
120,83.4,160,B,1,1,121
140,24.9,90,B,0,1,70
140,117.6,130,B,1,1,160
150,118.4,200,B,0,1,162
120,53.2,130,B,0,1,93
120,101.4,240,B,0,1,138
140,58.5,90,B,0,1,101
150,51.0,240,B,0,1,103
160,132.9,110,B,1,1,188
150,141.3,130,B,0,1,178
160,57.6,240,B,0,1,111
160,96.9,110,B,0,1,132
140,85.9,90,B,1,1,134
140,23.4,200,B,0,1,66
150,96.3,280,B,0,1,138
140,118.7,90,B,0,1,152
120,62.9,110,B,0,1,105
140,102.0,280,B,0,1,130
150,113.8,200,B,1,1,162
160,51.4,90,B,0,1,100
150,87.3,130,B,1,1,135
140,137.8,240,B,0,1,166
140,101.9,90,B,1,1,147
140,135.8,160,B,1,1,159
140,45.4,200,B,1,1,98
140,59.3,130,B,0,1,105
160,67.8,160,B,0,1,117
150,126.7,200,B,0,1,158
140,86.3,160,B,0,1,122
150,97.9,130,B,0,1,143
150,98.0,130,B,0,1,143
140,100.3,200,B,0,1,138
150,109.9,160,B,1,1,150
150,77.1,160,B,0,1,122
160,25.2,90,B,0,1,72
140,103.9,110,B,0,1,143
150,111.2,200,B,0,1,156
150,93.8,160,B,1,1,128
160,41.8,160,B,0,1,95
120,49.9,160,B,0,1,95
150,147.0,200,B,1,1,192
160,113.6,160,B,0,1,150
140,71.6,320,B,0,1,105
150,83.7,200,B,0,1,127
140,64.0,240,B,0,1,112
150,109.1,160,B,0,1,152
140,113.6,90,B,1,1,155
150,63.1,160,B,0,1,108
150,85.8,160,B,0,1,123
150,145.0,160,B,1,1,177
120,112.4,200,B,0,1,142
120,113.7,130,B,1,1,155
140,119.9,280,B,0,1,158
150,95.7,160,B,0,1,129
120,68.2,90,B,1,1,106
140,124.5,160,B,0,1,158
150,126.3,160,B,0,1,163
140,127.3,240,B,1,1,170
120,38.0,200,B,1,1,79
120,50.6,280,B,1,1,87
150,27.9,200,B,0,1,68
160,134.3,110,B,0,1,183
120,39.5,200,B,0,1,72
120,137.8,160,B,0,1,164
150,114.8,110,B,0,1,156
150,95.6,110,B,1,1,137
160,32.2,280,B,0,1,80
140,147.8,240,B,0,1,183
140,43.5,130,B,0,1,89
150,22.8,160,B,1,1,79
160,71.6,280,B,0,1,115
140,48.2,200,B,0,1,95
150,91.9,240,B,0,1,138
150,36.6,130,B,0,1,80
160,48.8,200,B,1,1,108
160,134.4,200,B,0,1,181
150,24.4,240,B,0,1,66
160,31.2,280,B,0,1,80
160,124.3,130,B,0,1,170
150,21.6,240,B,0,1,85
120,120.8,240,B,0,1,142
120,137.5,130,B,0,1,158
120,139.5,110,B,0,1,169
140,41.8,240,B,1,1,90
140,40.8,200,B,0,1,86
120,49.2,110,B,1,1,89
140,36.6,110,B,0,1,83
140,25.4,200,B,0,1,86
140,124.3,200,B,1,1,154
150,22.6,160,B,0,1,85
150,29.1,110,B,0,1,85
140,145.1,200,B,1,1,179
150,142.2,240,B,0,1,180
140,43.6,130,B,1,1,88
150,129.1,160,B,0,1,173
140,102.7,200,B,1,1,145
150,90.2,130,B,0,1,132
140,76.0,130,B,0,1,124
120,137.3,320,B,0,1,162
120,69.3,160,B,0,1,101
140,66.4,240,B,0,1,109
120,94.3,280,B,0,1,128
160,131.0,160,B,0,1,185
140,82.7,200,B,0,1,118
120,86.6,160,B,0,1,121
140,138.4,320,B,0,1,167
150,57.8,130,B,1,1,115
140,72.4,160,B,0,1,109
150,68.7,240,B,0,1,116
150,83.6,200,B,0,1,140
150,25.1,160,B,1,1,76
150,106.6,90,B,1,1,152
120,28.1,130,B,0,1,62
140,105.0,280,B,1,1,149
140,42.4,130,B,1,1,88
120,44.9,200,B,0,1,89
140,35.5,110,B,0,1,73
140,117.2,200,B,0,1,135
150,43.8,200,B,0,1,93
120,47.8,160,B,0,1,83
140,42.1,160,B,1,1,91
140,98.3,160,B,0,1,138
150,73.1,90,B,1,1,120
140,23.2,110,B,1,1,69
160,77.0,110,B,1,1,128
150,33.0,320,B,0,1,75
160,105.9,200,B,1,1,160
140,58.8,130,B,0,1,100
150,46.2,110,B,0,1,101
140,31.7,240,B,0,1,80
140,91.1,90,B,0,1,127
150,87.9,160,B,0,1,134
150,45.1,130,B,0,1,99
160,37.3,200,B,0,1,85
150,67.8,160,B,1,1,116
140,113.4,110,B,0,1,144
160,138.0,200,B,0,1,172
150,93.1,160,B,0,1,131
140,28.4,240,B,1,1,82
150,134.9,160,B,0,1,181
140,97.2,130,B,0,1,132
150,88.9,280,B,0,1,130
140,58.1,110,B,1,1,104
120,38.7,90,B,0,1,74
150,116.8,160,B,1,1,162
150,23.0,130,B,0,1,84
160,86.3,200,B,1,1,148
150,130.5,200,B,1,1,173
140,136.8,200,B,1,1,181
150,65.8,160,B,0,1,114
120,31.5,130,B,0,1,77
140,38.9,240,B,1,1,86
140,135.3,280,B,1,1,180
150,75.8,110,B,0,1,125
160,111.7,240,B,1,1,161
140,55.4,240,B,0,1,94
120,40.1,130,B,0,1,65
140,90.5,240,B,0,1,120
120,149.6,200,B,1,1,179
140,84.7,200,B,0,1,125
120,141.8,110,B,0,1,170
160,96.1,90,B,0,1,141
120,45.6,130,B,0,1,93
160,65.4,110,B,0,1,117
120,20.8,130,B,1,1,67
150,50.0,110,B,1,1,95
140,76.2,110,B,0,1,98
140,45.5,110,B,1,1,87
120,149.1,200,B,1,1,181
140,69.7,160,B,0,1,110
140,78.1,200,B,0,1,119
140,106.0,280,B,0,1,149
150,29.5,130,B,0,1,97
140,24.9,130,B,1,1,69
160,102.9,160,B,0,1,139
140,78.4,130,B,1,1,113
140,60.6,130,B,1,1,106
120,144.3,130,B,0,1,170
150,72.6,160,B,0,1,115
150,115.4,110,B,0,1,158
140,117.4,130,B,0,1,149
160,45.5,160,B,1,1,109
140,33.5,280,B,0,1,74
150,98.2,160,B,0,1,148
160,45.9,90,B,1,1,101
160,144.1,240,B,1,1,184
120,67.5,160,B,1,1,111
140,125.5,200,B,0,1,161
120,130.2,90,B,1,1,166
140,137.2,200,B,0,1,175
140,21.0,240,B,1,1,70
150,30.7,160,B,1,1,88
160,23.1,110,B,0,1,78
120,29.2,160,B,0,1,69
150,141.8,160,B,0,1,186
140,77.4,90,B,0,1,124
140,129.6,280,B,0,1,177
120,56.0,240,B,0,1,97
120,25.7,90,B,0,1,67
140,109.4,160,B,0,1,143
120,37.8,240,B,0,1,69
150,74.0,90,B,1,1,124
150,139.7,240,B,0,1,180
120,94.5,200,B,1,1,126
150,120.5,130,B,1,1,164
140,23.6,160,B,0,1,72
140,29.3,160,B,1,1,88
150,54.6,110,B,0,1,94
140,124.5,110,B,1,1,169
150,61.7,90,B,0,1,98
140,148.6,160,B,0,1,191
120,140.6,90,B,1,1,176
150,22.5,240,B,1,1,76
140,25.0,160,B,0,1,74
140,119.8,130,B,1,1,165
120,97.9,110,B,1,1,140
120,71.9,90,B,0,1,104
160,108.9,160,B,0,1,148
150,41.6,240,B,0,1,94
120,75.4,130,B,0,1,106
160,49.4,200,B,0,1,103
160,30.2,110,B,1,1,82
160,53.9,160,B,0,1,117
150,62.1,160,B,0,1,116
120,126.8,200,B,0,1,164
120,53.6,160,B,1,1,94
160,127.9,200,B,1,1,182
120,100.6,110,B,0,1,128
150,20.9,160,B,1,1,71
140,131.0,160,B,0,1,168
140,85.1,280,B,0,1,127
150,107.5,160,B,0,1,138
140,65.4,160,B,1,1,101
140,120.4,130,B,0,1,151
140,48.5,90,B,0,1,92
160,125.5,160,B,0,1,164
150,129.6,90,B,0,1,173
150,138.4,160,B,0,1,174
150,114.9,320,B,0,1,159
140,55.2,90,B,1,1,105
140,112.5,130,B,1,1,156
140,83.3,110,B,1,1,137
120,99.4,160,B,0,1,127
120,73.8,90,B,1,1,111
140,146.8,240,B,1,1,183
120,146.2,160,B,0,1,171
150,102.9,90,B,0,1,150
150,60.6,130,B,1,1,111
120,88.9,200,B,0,1,115
140,148.4,160,B,0,1,180
120,76.2,240,B,0,1,107
150,43.9,280,B,0,1,87
140,142.0,110,B,0,1,187
140,146.3,280,B,1,1,180
160,49.7,200,B,0,1,108
140,67.7,110,B,0,1,107
140,124.7,130,B,0,1,152
150,56.5,110,B,1,1,93
120,36.4,90,B,0,1,74
150,81.1,200,B,0,1,124
160,122.0,240,B,1,1,166
140,109.8,130,B,1,1,142
160,23.8,160,B,0,1,80
120,113.6,240,B,0,1,144
150,133.4,130,B,0,1,168
150,72.1,130,B,0,1,137
140,144.6,130,B,0,1,170
160,54.2,160,B,0,1,114
120,28.1,110,B,1,1,71
140,21.1,110,B,0,1,78
150,127.1,130,B,1,1,170
140,130.1,200,B,0,1,161
160,36.8,90,B,0,1,90
150,145.9,90,B,0,1,190
120,98.7,130,B,0,1,131
120,100.4,160,B,0,1,127
140,112.6,160,B,1,1,151
160,27.6,130,B,0,1,75
150,67.7,160,B,1,1,128
120,40.7,160,B,0,1,81
140,49.1,160,B,0,1,97
140,129.0,160,B,0,1,162
140,139.4,90,B,0,1,177
120,132.6,160,B,0,1,155
160,60.1,200,B,0,1,105
160,108.8,240,B,1,1,160
150,35.8,160,B,0,1,88
160,114.9,160,B,1,1,171
140,71.0,110,B,0,1,115
150,68.4,130,B,1,1,116
120,23.5,200,B,1,1,68
160,129.4,90,B,1,1,174
150,43.4,130,B,1,1,99
140,118.3,110,B,1,1,155
150,86.1,240,B,0,1,125
140,94.2,240,B,1,1,146
150,54.9,110,B,0,1,105
120,140.1,160,B,0,1,182
140,41.5,160,B,0,1,88
140,73.9,130,B,0,1,119
120,29.0,240,B,0,1,71
140,41.6,320,B,0,1,76
140,97.1,240,B,0,1,136
120,141.1,280,B,0,1,167
120,141.8,160,B,0,1,161
140,111.7,160,B,1,1,150
150,53.4,160,B,1,1,98
150,131.9,280,B,0,1,181
160,33.3,110,B,0,1,87
160,58.5,200,B,1,1,116
140,46.9,130,B,0,1,86
150,132.8,110,B,0,1,171
150,105.3,160,B,0,1,141
160,36.7,200,B,0,1,89
140,29.6,160,B,0,1,76
160,39.6,240,B,0,1,91
150,100.9,200,B,0,1,136
120,26.2,90,B,1,1,79
120,137.6,130,B,0,1,164
120,36.8,110,B,0,1,77
140,35.0,130,B,1,1,86
140,105.9,240,B,0,1,144
150,146.3,160,B,0,1,182
140,104.0,280,B,0,1,143
120,34.8,110,B,0,1,65
160,112.4,200,B,0,1,163
150,29.0,130,B,0,1,103
140,37.4,240,B,0,1,80
140,148.1,130,B,0,1,188
120,84.9,240,B,1,1,113
150,50.2,200,B,0,1,99
140,97.2,160,B,0,1,134
150,87.9,110,B,1,1,137
160,92.9,240,B,0,1,150
120,35.1,200,B,0,1,76
120,63.6,160,B,0,1,100
140,102.1,90,B,0,1,148
120,44.4,200,B,1,1,87
140,81.2,240,B,0,1,125
160,72.4,200,B,0,1,127
140,84.4,130,B,0,1,120
150,139.6,110,B,0,1,179
140,77.1,110,B,0,1,121
120,115.1,200,B,0,1,139
150,51.7,200,B,0,1,101
140,90.6,280,B,1,1,120
140,120.3,200,B,0,1,165
150,23.3,90,B,0,1,82
140,46.2,240,B,0,1,92
150,105.9,130,B,0,1,151
140,27.8,110,B,1,1,67
140,130.0,90,B,0,1,170
120,72.2,240,B,0,1,104
150,146.2,110,B,0,1,179
140,38.1,240,B,0,1,73
140,35.6,110,B,0,1,87
140,71.7,110,B,0,1,106
140,28.1,160,B,0,1,83
140,20.9,160,B,1,1,65
140,62.3,130,B,1,1,112
120,72.1,280,B,0,1,97
140,117.1,240,B,0,1,160
150,47.4,90,B,0,1,98
140,131.9,130,B,1,1,169
150,137.8,240,B,0,1,178
160,105.0,160,B,0,1,157
160,94.1,200,B,0,1,139
120,45.4,200,B,0,1,84
140,44.9,160,B,0,1,91
120,22.2,130,B,0,1,56
150,79.0,130,B,0,1,122
150,52.5,130,B,1,1,107
160,118.8,130,B,0,1,160
140,111.0,200,B,0,1,146
160,116.8,130,B,0,1,167
150,149.5,90,B,0,1,189
120,35.6,110,B,1,1,72
120,103.8,280,B,0,1,128
160,63.9,200,B,0,1,117
120,117.9,160,B,0,1,149
120,27.1,130,B,0,1,78
120,84.6,160,B,0,1,126
140,133.2,240,B,1,1,167
140,71.0,160,B,0,1,117
140,132.5,160,B,0,1,174
150,134.5,280,B,0,1,185
150,132.6,160,B,0,1,161
140,129.4,90,B,0,1,176
150,89.1,160,B,0,1,134
140,24.7,200,B,0,1,80
120,51.6,130,B,0,1,83
150,116.7,130,B,0,1,151
150,72.6,240,B,0,1,118
150,40.0,130,B,0,1,98
150,89.7,200,B,0,1,126
140,89.7,160,B,1,1,142
150,46.5,110,B,1,1,88
150,75.7,200,B,0,1,112
160,46.0,90,B,0,1,94
160,61.9,240,B,0,1,114
120,24.8,280,B,0,1,52
150,25.4,240,B,0,1,77
150,48.1,130,B,0,1,97
140,146.6,90,B,0,1,186
140,31.7,200,B,0,1,72
160,105.0,130,B,0,1,142
140,76.8,200,B,0,1,105
140,77.5,160,B,0,1,109
160,126.9,240,B,1,1,172
140,98.2,130,B,0,1,136
140,66.3,110,B,1,1,112
140,83.6,200,B,1,1,137
120,126.9,110,B,1,1,154
150,43.3,130,B,0,1,87
160,84.9,200,B,1,1,142
120,67.7,160,B,0,1,108
140,148.3,160,B,0,1,185
150,22.9,280,B,0,1,65
160,78.6,110,B,0,1,118
140,99.8,280,B,1,1,137
120,124.0,280,B,0,1,150
160,21.5,160,B,0,1,83
120,63.4,160,B,0,1,100
140,20.1,200,B,0,1,77
140,83.5,200,B,0,1,126
160,44.8,200,B,0,1,105
150,62.9,160,B,0,1,101
140,121.1,200,B,0,1,162
150,80.5,200,B,1,1,126
140,137.5,160,B,0,1,170
140,38.0,160,B,1,1,86
140,81.5,200,B,0,1,114
150,132.6,110,B,0,1,180
160,71.3,110,B,0,1,123
150,32.6,240,B,0,1,78
120,108.0,130,B,0,1,133
140,138.1,160,B,0,1,175
140,42.1,200,B,0,1,78
150,35.7,240,B,0,1,93
120,80.0,130,B,0,1,116
150,34.1,110,B,0,1,85
150,133.1,160,B,0,1,162
140,86.5,130,B,1,1,138
